Project,Package,Size,Res. (m),Download Link,Status,Downloaded File Name
Eastern Ontario 2021-22,EasternOntario-DTM-15,2.88,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-15.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-16,3.17,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-16.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-17,3.12,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-17.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-18,3.32,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-18.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-19,2.41,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-19.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-20,2.36,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-20.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-21,1.68,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-21.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-22,1.58,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-22.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-23,2.58,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-23.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-24,2.88,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-24.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-25,2.89,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-25.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-26,2.47,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-26.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-27,2.81,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-27.zip,Error,
Eastern Ontario 2021-22,EasternOntario-DTM-28,2.99,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/EasternOntario-DTM-28.zip,Error,
Huron Shores 2021,HuronShores-DTM-01,2.94,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronShores-DTM-01.zip,Error,
Muskoka 2018,Muskoka-2018-CGVD28-DTM,2.17,1.0,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Muskoka-2018-CGVD28-DTM.zip,Error,
Muskoka 2018,Muskoka-2018-CGVD2013-DTM,2.84,1.0,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Muskoka-2018-CGVD2013-DTM.zip,Error,
Muskoka 2021,Muskoka-2021-CGVD28-DTM,1.65,1.0,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Muskoka-2021-CGVD28-DTM.zip,Error,
Muskoka 2021,Muskoka-2021-CGVD2013-DTM,2.19,1.0,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Muskoka-2021-CGVD2013-DTM.zip,Error,
Muskoka 2023,Muskoka-2023-CGVD28-DTM-1,1.35,1.0,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Muskoka-2023-CGVD28-DTM-1.zip,Error,
Muskoka 2023,Muskoka-2023-CGVD28-DTM-2,1.83,1.0,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Muskoka-2023-CGVD28-DTM-2.zip,Error,
Muskoka 2023,Muskoka-2023-CGVD2013-DTM-1,1.71,1.0,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Muskoka-2023-CGVD2013-DTM-1.zip,Error,
Muskoka 2023,Muskoka-2023-CGVD2013-DTM-2,2.17,1.0,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Muskoka-2023-CGVD2013-DTM-2.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-01,3.23,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-01.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-02,2.89,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-02.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-03,2.42,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-03.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-04,1.82,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-04.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-05,2.91,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-05.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-06,3.27,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-06.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-07,3.07,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-07.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-08,2.55,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-08.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-09,3.0,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-09.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-10,3.18,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-10.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-11,3.38,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-11.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-12,2.53,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-12.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-13,1.76,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-13.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-14,3.2,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-14.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-15,3.29,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-15.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-16,3.24,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-16.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-17,3.34,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-17.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-18,3.15,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-18.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-19,3.05,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-19.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-20,3.12,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-20.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-21,3.27,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-21.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-22,3.2,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-22.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-23,3.08,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-23.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-24,2.63,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-24.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-25,3.02,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-25.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-26,2.72,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-26.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-27,2.59,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-27.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-28,2.6,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-28.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-29,3.02,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-29.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-30,3.06,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-30.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-31,3.26,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-31.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-32,3.23,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-32.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-33,2.61,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-33.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-34,2.52,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-34.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-35,2.72,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-35.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-36,2.86,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-36.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-37,3.1,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-37.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-38,3.1,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-38.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-39,3.27,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-39.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-40,3.0,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-40.zip,Error,
DEDSFM Huron-Georgian Bay,HuronGeorgianBay-DTM-41,2.74,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronGeorgianBay-DTM-41.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-01,2.55,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-01.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-02,3.27,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-02.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-03,2.89,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-03.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-04,2.85,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-04.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-05,2.53,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-05.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-06,2.52,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-06.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-07,2.69,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-07.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-08,2.81,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-08.zip,Error,
DEDSFM Kawartha Lakes 2023,KawarthaLakes-DTM-09,2.85,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/KawarthaLakes-DTM-09.zip,Error,
Huron Shores 2021,HuronShores-DTM-01,2.94,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/HuronShores-DTM-01.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-01,2.53,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-01.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-02,2.49,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-02.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-03,2.11,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-03.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-04,2.49,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-04.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-05,2.83,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-05.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-06,2.95,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-06.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-07,2.86,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-07.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-08,2.86,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-08.zip,Error,
DEDSFM Sault Ste Marie 2023,SaultSteMarie-DTM-09,2.85,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/SaultSteMarie-DTM-09.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-01,3.26,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-01.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-02,3.62,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-02.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-03,3.28,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-03.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-04,2.97,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-04.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-05,2.84,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-05.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-06,2.8,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-06.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-07,2.98,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-07.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-08,2.63,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-08.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-09,3.13,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-09.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-10,3.19,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-10.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-11,3.11,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-11.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-12,2.98,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-12.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-13,2.25,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-13.zip,Error,
DEDSFM Sudbury 2023-24,Sudbury-DTM-14,2.06,0.5,https://ws.gisetl.lrc.gov.on.ca/fmedatadownload/Packages/Sudbury-DTM-14.zip,Error,
